Product ID,Product name,File URL,Archive URL,Company name,Product type,"Product carbon footprint (PCF, kg CO2e)",Manufacturing CO2e percentage,Chassis & assembly CO2e percentage,HDD CO2e percentage,SSD CO2e percentage,Power supply unit CO2e percentage,Battery CO2e percentage,Mainboard and other boards CO2e percentage,Display CO2e percentage,Packaging CO2e percentage,ODD CO2e percentage,External components CO2e percentage,Others* CO2e percentage,Manufacturing CO2e,Chassis & assembly CO2e,HDD CO2e,SSD CO2e,Power supply unit CO2e,Battery CO2e,Mainboard and other boards CO2e,Display CO2e,Packaging CO2e,ODD CO2e,External components CO2e,Others* CO2e,Validation notes
1567,Lenovo V110-15,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-v110-15.pdf,https://web.archive.org/web/*/https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-v110-15.pdf,Lenovo,-,428,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1568,Tiny-In-One 24 Gen 3,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-tiny-in-one-24-gen3.pdf,https://web.archive.org/web/*/https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-tiny-in-one-24-gen3.pdf,Lenovo,-,842,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1569,Lenovo S15 G2 ALC,https://p2-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-lenovo-s15-gen-2-alc.pdf,https://web.archive.org/web/*/https://p2-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-lenovo-s15-gen-2-alc.pdf,Lenovo,-,451,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1570,Ideapad 3 Chrome 14M836,https://p1-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch4/pcf-ideapad-3-chromebook-14-m836.pdf,https://web.archive.org/web/*/https://p1-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch4/pcf-ideapad-3-chromebook-14-m836.pdf,Lenovo,-,406,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1571,Lenovo IdeaPad S540-15 GTX,https://p1-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch3/PCF_Lenovo_IdeaPad_S540-15_GTX.pdf,https://web.archive.org/web/*/https://p1-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch3/PCF_Lenovo_IdeaPad_S540-15_GTX.pdf,Lenovo,-,330,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1572,Lenovo ThinkBook 14,https://p3-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch4/pcf-lenovo-thinkbook-14.pdf,https://web.archive.org/web/*/https://p3-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch4/pcf-lenovo-thinkbook-14.pdf,Lenovo,-,342,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1573,Lenovo Yoga S740-15/IdeaPad S740-,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-ideapad-s740-14_yoga-s740-15.pdf,https://web.archive.org/web/*/https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-ideapad-s740-14_yoga-s740-15.pdf,Lenovo,-,491,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1574,ThinkPad T490s,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-thinkpad-t490s.pdf,https://web.archive.org/web/*/https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-thinkpad-t490s.pdf,Lenovo,-,414,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1575,ThinkCentre M70 All-in-One,https://p1-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkcentre-m70-aio.pdf,https://web.archive.org/web/*/https://p1-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkcentre-m70-aio.pdf,Lenovo,-,1019.98,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1576,IdeaPad 5 Pro 16 AMD,https://p1-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch4/pcf-ideapad-5-pro-16-amd_creator-5-16-amd.pdf,https://web.archive.org/web/*/https://p1-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch4/pcf-ideapad-5-pro-16-amd_creator-5-16-amd.pdf,Lenovo,-,488,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1577,Lenovo Yoga C640-13,https://p1-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch4/pcf-lenovo-yoga-c640-13.pdf,https://web.archive.org/web/*/https://p1-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch4/pcf-lenovo-yoga-c640-13.pdf,Lenovo,-,271,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1578,Tiny-In-One 22 Gen 3,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-tiny-in-one-22-gen3.pdf,https://web.archive.org/web/*/https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-tiny-in-one-22-gen3.pdf,Lenovo,-,809,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1579,Lenovo IdeaPad 1 14,https://p1-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch4/pcf-ideapad-1-14.pdf,https://web.archive.org/web/*/https://p1-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch4/pcf-ideapad-1-14.pdf,Lenovo,-,286,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1580,ThinkVision S22e-19,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-s22e-19.pdf,https://web.archive.org/web/*/https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-s22e-19.pdf,Lenovo,-,635,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1581,ideacentre 720 Tower,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-ideacentre-720-tower.pdf,https://web.archive.org/web/*/https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-ideacentre-720-tower.pdf,Lenovo,-,1173,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1582,Lenovo 300e 2nd Gen,https://p2-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch4/pcf-lenovo-300e-2nd.pdf,https://web.archive.org/web/*/https://p2-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch4/pcf-lenovo-300e-2nd.pdf,Lenovo,-,362,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1583,ThinkCentre M70 Tiny,https://p1-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkcentre-m70-tiny.pdf,https://web.archive.org/web/*/https://p1-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkcentre-m70-tiny.pdf,Lenovo,-,666.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1584,LI2364d,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-li2364d.pdf,https://web.archive.org/web/*/https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-li2364d.pdf,Lenovo,-,509,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1585,ThinkBook 14p G2 ACH,https://p3-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch4/pcf-thinkbook-14p-gen-2-ach.pdf,https://web.archive.org/web/*/https://p3-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch4/pcf-thinkbook-14p-gen-2-ach.pdf,Lenovo,-,444,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1586,Lenovo G27-20,https://p2-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch4/pcf-lenovo-g27-20.pdf,https://web.archive.org/web/*/https://p2-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch4/pcf-lenovo-g27-20.pdf,Lenovo,-,850.27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1587,Tiny-In-One 22 Gen 3 Touch,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-tiny-in-one-22-gen3-touch.pdf,https://web.archive.org/web/*/https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-tiny-in-one-22-gen3-touch.pdf,Lenovo,-,809,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1588,Lenovo G24-10,https://p3-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch4/pcf-lenovo-g24-10.pdf,https://web.archive.org/web/*/https://p3-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch4/pcf-lenovo-g24-10.pdf,Lenovo,-,675,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1589,ThinkPad L14 Gen 2 Intel,https://p2-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkpad-l14-gen-2-intel.pdf,https://web.archive.org/web/*/https://p2-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkpad-l14-gen-2-intel.pdf,Lenovo,-,607,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1590,Lenovo ideapad 720S-14,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-ideapad-720s-14.pdf,https://web.archive.org/web/*/https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-ideapad-720s-14.pdf,Lenovo,-,378,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1591,Lenovo Legion Slim 7 15/Legion R9000X,https://p2-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch4/pcf-lenovo-legion-slim-7-15_r9000x-2021.pdf,https://web.archive.org/web/*/https://p2-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch4/pcf-lenovo-legion-slim-7-15_r9000x-2021.pdf,Lenovo,-,926,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1592,ThinkVision T32p-20,https://p2-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-t32p-20.pdf,https://web.archive.org/web/*/https://p2-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-t32p-20.pdf,Lenovo,-,942,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1593,Lenovo Yoga C940-15,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-yoga-c940-15.pdf,https://web.archive.org/web/*/https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-yoga-c940-15.pdf,Lenovo,-,473,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1594,"IdeaPad 5 15ALC05, Lenovo XiaoXin/XiaoXin Air",https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-ideapad-5-15-alc05-update.pdf,https://web.archive.org/web/*/https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-ideapad-5-15-alc05-update.pdf,Lenovo,-,390,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1595,IdeaPad Slim 7 14/Yoga Slim 7 14,https://p1-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch4/pcf-ideapad-slim-7-14_yoga-slim-7-14-update-2.pdf,https://web.archive.org/web/*/https://p1-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch4/pcf-ideapad-slim-7-14_yoga-slim-7-14-update-2.pdf,Lenovo,-,392,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1596,IdeaPad S540-13/Lenovo 小新 Pro 13/,https://p2-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch4/pcf-ideapad-s540-13_xiao-xin-pro-13_13s-2021.pdf,https://web.archive.org/web/*/https://p2-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch4/pcf-ideapad-s540-13_xiao-xin-pro-13_13s-2021.pdf,Lenovo,-,412,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1597,ideacentre Y710-15ISH,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-ideacentre-y710-cube.pdf,https://web.archive.org/web/*/https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-ideacentre-y710-cube.pdf,Lenovo,-,1465,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1598,ThinkCentre M920 Tower,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-thinkcentre-m920-tower.pdf,https://web.archive.org/web/*/https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-thinkcentre-m920-tower.pdf,Lenovo,-,1020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1599,IdeaPad L3 15,https://p3-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch4/pcf-ideapad-l3-15-update.pdf,https://web.archive.org/web/*/https://p3-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch4/pcf-ideapad-l3-15-update.pdf,Lenovo,-,316,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1600,IdeaPad 1 15 ADA7,https://p3-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-ideapad-1-15-ada7.pdf,https://web.archive.org/web/*/https://p3-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-ideapad-1-15-ada7.pdf,Lenovo,-,603,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1601,IdeaPad 3 15/V15 Gen 2 - AMD,https://p3-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch4/pcf-ideapad-3-15_v15-gen2-amd.pdf,https://web.archive.org/web/*/https://p3-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch4/pcf-ideapad-3-15_v15-gen2-amd.pdf,Lenovo,-,371,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1602,Lenovo ideapad 510-15ISK,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-ideapad-510-15.pdf,https://web.archive.org/web/*/https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-ideapad-510-15.pdf,Lenovo,-,425,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1603,Lenovo V55t Tower - AMD,https://p2-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch4/pcf-lenovo-v55t-tower-amd.pdf,https://web.archive.org/web/*/https://p2-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch4/pcf-lenovo-v55t-tower-amd.pdf,Lenovo,-,1049,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1604,ThinkCentre M80s SFF,https://p4-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkcentre-m80s-sff-update.pdf,https://web.archive.org/web/*/https://p4-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkcentre-m80s-sff-update.pdf,Lenovo,-,1076,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1605,ThinkVision Creator Extreme,https://p2-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch5/pcf-thinkvision-creator-extreme.pdf,https://web.archive.org/web/*/https://p2-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch5/pcf-thinkvision-creator-extreme.pdf,Lenovo,-,1134,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1606,ThinkPad T480s,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-thinkpad-t480s.pdf,https://web.archive.org/web/*/https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-thinkpad-t480s.pdf,Lenovo,-,357,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1607,ideacentre AIO 520-24,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-ideacentre-aio-520-24.pdf,https://web.archive.org/web/*/https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-ideacentre-aio-520-24.pdf,Lenovo,-,1138.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1608,"ThinkPad P15v Gen 1,ThinkPad T15p Gen 1",https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-thinkpad-p15v_t15p-gen-1-update.pdf,https://web.archive.org/web/*/https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-thinkpad-p15v_t15p-gen-1-update.pdf,Lenovo,-,661,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1609,ThinkCentre M90 Tower,https://p3-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkcentre-m90-tower.pdf,https://web.archive.org/web/*/https://p3-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkcentre-m90-tower.pdf,Lenovo,-,1031,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1610,ThinkVision L24i-20,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-l24i-20.pdf,https://web.archive.org/web/*/https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-l24i-20.pdf,Lenovo,-,847,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1611,"ThinkVision T24i-20, P24i-20",https://p1-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-p24i-20_t24i-20.pdf,https://web.archive.org/web/*/https://p1-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-p24i-20_t24i-20.pdf,Lenovo,-,539,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1612,IdeaPad 5 Chrome 14ITL6,https://p1-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch4/pcf-ideapad-5-chromebook-14-itl6.pdf,https://web.archive.org/web/*/https://p1-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch4/pcf-ideapad-5-chromebook-14-itl6.pdf,Lenovo,-,293,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1613,Lenovo N22-20 Touch Chromebook,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-n22-20-chromebook-touch.pdf,https://web.archive.org/web/*/https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-n22-20-chromebook-touch.pdf,Lenovo,-,338,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1614,Lenovo IdeaPad S540-13/Xiao Xin Pro 13,https://p1-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch4/pcf-ideapad-s540-13_xiao-xin-pro-13_pro-13s.pdf,https://web.archive.org/web/*/https://p1-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch4/pcf-ideapad-s540-13_xiao-xin-pro-13_pro-13s.pdf,Lenovo,-,323,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1615,Lenovo IdeaPad S540-14 Series 2nd,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-ideapad-s540-14-2nd-gen.pdf,https://web.archive.org/web/*/https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-ideapad-s540-14-2nd-gen.pdf,Lenovo,-,337,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1616,"ThinkPad E14,ThinkPad R14,ThinkPad S3",https://p1-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch5/PCF-ThinkPad-E14_R14_S3-Gen-2.pdf,https://web.archive.org/web/*/https://p1-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch5/PCF-ThinkPad-E14_R14_S3-Gen-2.pdf,Lenovo,-,373,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1617,ThinkCentre M700,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-thinkcentre-m700-sff.pdf,https://web.archive.org/web/*/https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-thinkcentre-m700-sff.pdf,Lenovo,-,869,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1618,Lenovo ThinkSystem SR650 V2,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-sr650-v2-5yr.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-sr650-v2-5yr.pdf,Lenovo,-,23990,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Manually verified (out of [mean - 2 * std_dev, mean + 2 * std_dev])"
1619,Lenovo ThinkSystem DE120S,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-de120s-5yr.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-de120s-5yr.pdf,Lenovo,-,8270,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1620,Lenovo Tab P10,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-tab-p10.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-tab-p10.pdf,Lenovo,-,146,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1621,Lenovo TAB4 8 Plus,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-tab-4-8-plus.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-tab-4-8-plus.pdf,Lenovo,-,92.47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1622,Lenovo ThinkSystem SR250 V2,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-sr250-v2_sr258-v2.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-sr250-v2_sr258-v2.pdf,Lenovo,-,6360,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1623,ThinkPad X1 Tablet 3rd Gen,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/PCF-ThinkPad-X1-Tablet-3rd.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/PCF-ThinkPad-X1-Tablet-3rd.pdf,Lenovo,-,407,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1624,Lenovo Miix 720,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-miix-720.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-miix-720.pdf,Lenovo,-,553,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1625,Lenovo Tab M8(Gen 3rd）,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-tab-m8-gen-3.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-tab-m8-gen-3.pdf,Lenovo,-,96,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1626,Lenovo 10e Chromebook Tablet,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-10e-chromebook-tablet.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-10e-chromebook-tablet.pdf,Lenovo,-,286,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1627,Lenovo ThinkSystem SD630 V2,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-sd630-v2-5yr.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-sd630-v2-5yr.pdf,Lenovo,-,45600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Manually verified (out of [mean - 2 * std_dev, mean + 2 * std_dev])"
1628,Lenovo ThinkSystem DM5100F,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-dm5100f-5yr.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-dm5100f-5yr.pdf,Lenovo,-,11200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1629,Lenovo ThinkSystem SD650,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-sd650.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-sd650.pdf,Lenovo,-,61834,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Manually verified (out of [mean - 2 * std_dev, mean + 2 * std_dev])"
